num_doc,title,annee_publication,issn
345,"En Afrique, sur les chemins de l'exil",1996,2262-3353
346,"Jean Magniadas, Migrations et mondialisation, coll. «Espère», 2007",2008,
347,"Alicia Dujovne Ortiz, Al que se va",2004,2272-9828
348,Le NEPAD entre partenariat et gestion des conflits,2003,1958-8992
349,Rumeurs sur des animaux mystérieux,1990,2102-5924
350,Pour une analyse de l'image comique,1981,1920-7344
351,"Sur le cerveau d'une jeune Indienne, née à Caracas (Venezuela).",1880,1777-5469
352,Sur l'élément russe en Europe,1868,1777-5469
353,"Dorothy Matilda Figueira, The Exotic. A Décadent Quest",1996,1957-7958
354,6. Laboratoire d'anthropologie,1876,
355,Rapports sur la Revue anthropologique de Londres,1864,1777-5469
356,Séries de crânes et armée de squelettes : les collections anthropolgiques en France dans la seconde moitié du xixe siècle,1989,1777-5469
357,Montréal : un diagnostic,1987,1708-8968
358,"Langage, cerveau, histoire",1984,1778-7459
359,Les Africains aux USA : «battants» et intellectuels,1991,2262-3353
360,Rapports sur la Revue anthropologique de Londres,1864,1777-5469
361,Esquisse d'un programme de musée international des Alpes,1963,1958-5691
362,Le bestiaire lyrique de Jules Laforgue,1973,1957-7958
363,J. Gunther. Inside Russia Today (Un Américain à Moscou),1959,1958-8992
364,"Alain de Benoist, Les idées à l'endroit",1980,
365,La construction institutionnelle de la biochimie espagnole (1945-1970) : Rôle des échanges avec l'Europe du Nord et l'Amérique/The institutional construction of Spanish biochemistry (1945-1970): The role of exchanges with Northern Europe and America,1999,1969-6582
366,Conservation anatomique du Cerveau,1877,1777-5469
367,"Allan R. Brockway & J. Paul Rajashekar, éd., New Religious Movements and the Churches, Publications du C.O.E., Genève 1987",1988,
368,"BRIEN, Roger, Prométhée. Dialogue des vivants et des morts. Poème philosophique en sept journées et trente-trois parties : quelques cinq cents génies, héros et saints et autres personnages célèbres de l’histoire universelle dialoguent. Éditions du Bien public, Trois-Rivières, 1965. 4 vol. de 312, 345, 292 et 309 p.",1965,1492-1383
369,L'effet prismatique,1989,1710-0305
370,Adaptation des apports extérieurs de connaissances en milieu africain,1983,1705-0065
371,Repenser l'urbain et construire autrement,1994,1773-0201
372,Origine des excédents agricoles et leurs rôles dans l'économie française,1989,2105-2581
373,"Hommes et Migrations, supplément au n°1230, Mars-avril 2001. 2000 – Table analytique.",2001,2262-3353
374,II. —Notes,1970,1957-7966
375,"Gral Centre interdisciplinaire d’études latino-américaines, Communications de masse en Amérique Latine, Paris, Éditions du CNRS, 1979, 114 p.",1981,1703-7891
376,Le cerveau d'un sourd-muet,1898,1777-5469
377,Europe,1892,1777-5884
378,Europe,1908,1777-5884
379,Europe,1961,1777-5884
380,Europe,1963,1777-5884
381,Europe,1964,1777-5884
382,Europe,1964,1777-5884
383,Europe,1964,1777-5884
384,Europe,1964,1777-5884
385,Europe,1957,1777-5884
386,Europe,1958,1777-5884
387,Europe,1960,1777-5884
388,Europe,1936,1777-5884
389,En Europe,1986,1963-1359
390,Europe,1967,1963-1359
391,Europe de l'Est,1990,1958-8992
392,Europe de l'Est,1990,1958-8992
393,Europe,1991,1958-8992
394,Europe,1995,1958-8992
395,Europe,1999,1958-8992
396,Europe,1997,1958-8992
397,Europe,1963,1777-5884
398,L'Europe. 1972-1980,1972,1958-8992
399,Europe,1981,1958-8992
400,Europe,1908,1777-5884
401,Europe,1902,1777-5884
402,L'Europe de l'Est,1987,1776-2936
403,Europe,1963,1777-5884
404,Europe,1964,1777-5884
405,Europe,1959,1777-5884
406,Europe,1957,1777-5884
407,Europe,1965,1777-5884
408,Europe,1965,1777-5884
409,Europe,1957,1777-5884
410,Europe,1964,1777-5884
411,Europe,1898,1777-5884
412,Europe,1898,1777-5884
413,Europe,1898,1777-5884
414,Europe,1898,1777-5884
415,L'Europe,1991,2261-1010
416,Europe(s),2003,1958-8992
417,Europe,1996,1958-8992
418,Europe,1988,1958-8992
419,Europe,1992,1958-8992
420,De l'Europe,1997,
421,Europe ?,1995,
422,Europe,1995,
423,Le paradoxe écologique de l'ex-URSS,1995,2547-5614
424,"Les Arabo-Américains et l'affaire de Munich en 1972. La discrimination au nom de la sécurité nationale était-elle ""légitime"" ?",2006,2262-3353
425,Najîb Mah'fûz' et l'éclatement du roman arabe après 1967,1973,2105-2271
426,Réflexions sur l'avenir du système politique chinois,1996,1963-1359
427,La Cinquième Conférence régionale africaine des femmes de Dakar,1995,1705-9240
428,"Christophe Charle, Les Intellectuels en Europe au XIXe siècle. Essai d'histoire comparée",1999,1776-3045
429,"Gesellschaft und Wirtschaft, Bildstatistiches Elementarwerk, notice d'introduction signée par Mr Otto Neurath",1931,1953-8146
430,Table des comptes rendus par nom d'auteur des ouvrages,1969,1950-6694
431,Livres reçus,1977,1492-1383
432,Lectures,1990,2261-1010
433,"Les Roms, une nation transnationale ?",2001,2111-4412
434,"L'Olympe des managers : culture d'entreprise et organisation, par Ch. Handy",1986,1778-7459
435,La femme seule en Chine,1981,1776-2774
436,Orientations et ségrégations nouvelles dans l’enseignement secondaire,1995,1950-6899
437,Le discours de M. Herbert Fisher sur la réforme de l’instruction publique en Angleterre,1917,
438,Contribution à l'étude anthropologique des bulgares,1904,1777-5469
439,"Dr L. Lefèvre. — Les échelons de l’intellectualité. — Bruxelles, L. Severeyns, 1908",0,
440,Les Turcs d'Europe et leur désir d'Europe,2003,1777-5396
441,"""DEFRAG EUROPE *.* Fragments d'Europe"" Contient",1995,
442,Compte rendu des travaux de la XIe session des congrès internationaux d'archéologie préhistorique et d'anthropologie,1892,2613-2958
443,Dynamiques de mobilité étudiante Sud-Nord : une approche par les pôles internationaux de formation de l’« élite » scientifique mexicaine,2013,1705-1495
444,L'évolution morphologique du cerveau. Généralités. Le lobe temporal,1951,1777-5469
445,L'évolution démographique des Balkans depuis la fin de la décennie 1980.,2000,1957-7966
446,La psychiatrie italienne et la guerre,1994,1950-6678
447,"Gilberto Freyre, Maîtres et esclaves",1953,1953-8146
448,"L'emploi des ordres dans l'architecture de la Renaissance. Actes du colloque tenu à Tours du 9 au 14 juin 1986, au Centre d'Études Supérieures de la Renaissance, Paris, Picard, collection De architectura, 1992",1994,2275-5039
449,Nouveau procédé d'embaumement,1898,1777-5469
450,Étude sur le cerveau d'Eugène Véron et sur une formation fronto-limbique.,1892,1777-5469
451,Reconnaissance d'un métier : le communicateur technique,1993,1778-7459
452,Les migrations à l'âge des nouvelles technologies,2002,2262-3353
453,Certains problèmes de la recherche-développement et de l'innovation. (Leçons tirées d'une enquête dans les industries chimique et mécanique),1991,2259-6100
454,Apporter du nouveau sur les migrations internationales ?,1989,2104-3752
455,Les investissements directs étrangers en Europe de l'Est,1994,1777-5574
456,"Études Normandes, livraison 68, n°211, 3e trimestre 1968. Commémoration d’un jeune poète : Charles Argentin.",1968,
457,Les avancées et les obstacles sur la voie de la transition vers l'économie de marché : le cas de la Bulgarie,1994,2259-6100
458,"Le Correspondant, 1904",1903,1776-3045
459,"Ahmed Moatassime, Francophonie-monde arabe : un dialogue est-il possible ? (une interrogation prospective face aux enjeux de la mondialisation)",2002,1963-1359
460,La Science au service de l'homme,1979,1963-1359
461,403e séance.- 5 février 1880.,1880,1777-5469
462,Rapport sur un mémoire de M. Bischoff relatif aux plis du cerveau,1869,1777-5469
463,Résumés des articles - Abstracts of articles,1994,2104-3752
464,"Regaldo (Marc), Un milieu intellectuel : la décade philosophique (1794-1807)",1977,2108-6443
465,Les capacités des ordinateurs et leurs limites,2000,1777-5809
466,"""Has Harvey Outdone Hippocrates?"": On the Hellenity of the ""Space of Knowledge"" in the Seventeenth-century Logomachy on the Spirit",2005,2117-590
467,"La fugue comme ""enfance de l’aventure""",1998,1968-3758
468,Les campements de réfugiés sahraouis en Algérie : de l'idéel au réel (From idealization to reality : the Sahrawi refugee camps in Algeria),2006,2275-5195
469,Figuring out Ashbery: « The Skaters »,1996,1776-3061
470,"Le niveau de vie du paysan français, état actuel et conséquences géographiques",1958,1960-601
471,"L'archonte Georges, prôtos ou émir ?",2001,2261-060
472,Note sur les legiones Cannenses : soldats oubliés de la deuxième guerre punique ?,1997,2272-7639
473,Le nomadisme pastoral en question,1990,1777-537
474,Le théâtre de Tennessee Williams à l’écran : tactiques et stratégies,1993,1776-3061
475,Un modèle de réinsertion de l'émigration dans le cadre d'une réhabilitation de la coopération algéro-française.,1981,2547-5614
476,La migration des étudiants chinois en Russie au tournant du XXIe siècle : le cas de Saint-Pétersbourg,2010,
477,"Pierre Juquin, Carlos Antubes, Penny Kemp, Isabelle Stengers, Wilfried Telkamper , Otto Wolf Frieder, Pour une alternative verte en Europe, Paris, La Découverte, 1990",1991,2101-0226
478,"CHAUNU, Pierre, Histoire, science sociale; la durée, l’espace et l’homme à l’époque moderne. Paris, S.E.D.E.S., 1974. 437 p.",1977,1492-1383
479,"Enquêter dans les coulisses de la télévision, un parcours semé d'obstacles",2005,1778-7459
480,Lire à trois cents yeux. Réponses à treize questions de Jean-Marie Thomasseau,2005,1958-5926
481,La femme à deux nez et le polyzoïsrae tératologique,1901,1777-5469
482,L'Atlantide de Platon,1929,1777-5884
483,"De l'écriture, du corps et de la révolution",1978,2262-0753
484,"Trocme-Fabre (Hélène). — J'apprends, donc je suis. Introduction à la neuropédagogie",1989,2105-2913
485,III. - La Coopération scientifique et technique actuelle,1979,1963-1359
486,Éducation et itinérance : entre le passé et l'actualité,1993,1963-1359
487,385e Séance.— 6 mars 1879.,1879,1777-5469
488,Tiers Monde : nouvelles stratégies du développement ou nouveau dogmatisme ?,1981,1958-8992
489,Modèles de la pensée : Quels enjeux pour les chercheurs en sciences cognitives ?,2004,
490,"Laplace, Turing et la géométrie impossible du ""jeu de l 'imitation "" : aléas, déterminisme et programmes dans le test de Turing",2002,
491,Structure et perspectives de la population juive en Afrique du Nord,1952,1958-8992
492,L'immigration algérienne. Un nouveau marché technoporteur : mobilité distributive (Nord-Sud) — substitution endogène (Sud-Sud),1983,1963-1359
493,"Au-delà de l'an 2000, s'adapter à une pénurie de main-d'oeuvre",1991,1777-5574
494,100 ans de Chine : de la révolte des Boxers au grand pas en avant vers l'intégration globale,2000,1958-8992
495,"L'Univers politique, Relations internationales. Ouvrage annuel. 1968. Établi sous la direction de Jean Meyriat",1970,1950-6686
496,Postface,1989,1963-1359
497,Abdelghani Chehbouni : Chercheur marocain de l'Orstom à la NASA : l'exemple d'un médiateur scientifique,1993,2613-2702
498,Conditionnements socio-politiques et socio-psychologiques du Satanisme,1976,2259-0285
499,Perspective et point de vue,2009,2102-5924
500,Chants du désert du Tassili N'Ajjer,1995,2262-3353
501,R. Von Krafft-Ebing Traité clinique de psychiatrie,1896,1955-2580
502,Nouvelles réflexions sur la domination masculine,1994,
503,Présentation d'ensemble des problèmes mis à l'étude,1979,1963-1359
504,384e Séance.— 20 février 1879.,1879,1777-5469
505,Les trois âges de la télévision,1986,1778-7459
506,La circonvolution de Broca chez les Primates,1888,1777-5469
507,Rapport de M. le Professeur H.V. Vallois,1959,1777-5469
508,"Phrénologie, Criminologie, Anthropologie : une interrogation continue sur anatomie et comportement",1998,1777-5469
509,Sur le goniomètre flexible.,1880,1777-5469
510,"L'Europe : Max Derruau, L'Europe",1959,2273-0257
511,"Identité en Europe, identité de l’Europe. Conférence Schuman 2003",2011,1783-1768
512,Le Mot du Président,1987,2264-7791
513,Les utopies éducatives audiovisuelles,1979,1778-7459
514,La violence est un langage,1980,
515,"Réfugiés palestiniens, citoyenneté et État-nation",2008,2262-3353
516,La médiation muséale des neurosciences : quatre expositions récentes sur le cerveau,2007,2111-4528
517,Un État fragmenté face à son devenir,2004,2259-6100
518,Présentation du Dr Variot,1927,1777-5469
519,617e séance. — 7 Mars 1895.,1895,1777-5469
520,"Sergio Ricca, Migrations internationales en Afrique. Aspects légaux et administratifs",1991,1963-1359
521,L'immigration aux États-Unis depuis 1963,1971,1957-7966
522,"Charles Morazé, Lа science et les facteurs de l' inégalité. Leçons du passé et espoirs de l'avenir",1980,1963-1359
523,Anna Perenna et Jules César dans les Fastes d’Ovide. La mise en scène de l’apothéose,2002,
524,Piques et polémiques,2004,1963-1359
525,411e séance. - 21 mai 1885,1885,1777-5469
526,390e Séance.— 15 mai 1879.,1879,1777-5469
527,Keegan (J.-J.). The Indian brain (Le cerveau indien).,1920,1957-7842
528,"Les migrations et la géographie, mise au point",1972,2613-2737
529,Retour à Babel ? L'oubli des machines. Une objection à Jean Laponce,2001,1950-6686
530,Sur la non-existence d'une caractéristique de l'espèce humaine,1865,1777-5469
531,Les freins au processus de démocratisation en Serbie depuis 1990,2004,2259-6100
532,L'exode scolaire,1989,1778-7459
533,De la Catastrophe considérée comme un des Beaux-Arts,2015,2102-5924
534,Le croyant en face de la technique,1975,
535,À propos des spéculations sur l'avenir,1963,1950-6686
536,"DELEUZE, Magali, L’une et l’autre indépendance 1954-1964 : les médias au Québec et la guerre d’Algérie (Montréal, Éditions Point de fuite, 2001), 229 p.",2003,1492-1383
537,"Décret maintenant en état d’arrestation les personnes compromises lors de la fuite du roi, lors de la séance du 1er juillet 1791",1791,
538,Une hormone végétale dans un cerveau d'animal,1986,
539,Essai d'interpretation des expressions du regard,1922,1777-5469
540,Notice sur Théophile Chudzinski,1897,1777-5469
541,Georges Gusdorf et le Siècle des Lumières,1975,1760-7892
542,247e séance. — 18 avril 1872.,1872,1777-5469
543,"Claude Bonnange, Chantai Thomas Don Juan ou Pavlov : Essai sur la communication publicitaire",1987,1778-7459
544,Editorial,1990,1777-5418
